1	1	2	5	3	4	
2						
3						
4						
5						
6	1					
7					1	
8	1	3	2	5	4	6
9						
10		1				
11	1	2	3	4	5	
12	1	2				3
13						
14	1					
15	1			2	3	
16						
17	1	6	2	3	4	5
18	1	3	2	5	4	
19						
20						
21						
22			1	2	3	
23						
24					1	
25				2	1	
26	4	5	3	1	2	
27				2	1	1
28						
29				1		
30						
31						
32		1	1		1	
